"","Mort_C","Strain","Insecticide"
"452",0.0616872248767243,"VK72014","Permethrin"
"453",0.0965723881464635,"VK72014","Permethrin"
"454",0.0523858518500517,"VK72014","Permethrin"
"455",0.0594125774978662,"VK72014","Permethrin"
"456",0.0632591506280218,"VK72014","Permethrin"
"457",0.0758315625313812,"VK72014","Permethrin"
"458",0.0739133503812612,"VK72014","Permethrin"
"459",0.0869757294505411,"VK72014","Permethrin"
"460",0.0640253887373437,"VK72014","Permethrin"
"461",0.0871269500811893,"VK72014","Permethrin"
"462",0.0618857702221884,"VK72014","Permethrin"
"463",0.0560455923002355,"VK72014","Permethrin"
"464",0.0787339037434621,"VK72014","Permethrin"
"465",0.032888528590728,"VK72014","Permethrin"
"466",0.0595430818696649,"VK72014","Permethrin"
"467",0.0916615382485397,"VK72014","Permethrin"
"468",0.0577682178135304,"VK72014","Permethrin"
"469",0.0693476894880071,"VK72014","Permethrin"
"470",0.0614528517169722,"VK72014","Permethrin"
"471",0.033829135053966,"VK72014","Permethrin"
"472",0.0740977896621864,"VK72014","Permethrin"
"473",0.0787139593090902,"VK72014","Permethrin"
"474",0.0182745520588794,"VK72014","Permethrin"
"475",0.0470906729977737,"VK72014","Permethrin"
"476",0.0751520797718953,"VK72014","Permethrin"
"477",0.117246880617562,"VK72014","Permethrin"
"478",0.0976435558172069,"VK72014","Permethrin"
"479",0.0434256976785608,"VK72014","Permethrin"
"480",0.077948076300286,"VK72014","Permethrin"
"481",0.175038943456461,"VK72014","Permethrin"
"482",0.0905698739439823,"VK72014","Permethrin"
"483",0.088462868349981,"VK72014","Permethrin"
"484",0.0896161454850616,"VK72014","Permethrin"
"485",0.101966528826297,"VK72014","Permethrin"
"486",0.0801161734462149,"VK72014","Permethrin"
"487",0.132405924618559,"VK72014","Permethrin"
"488",0.0706535574750083,"VK72014","Permethrin"
"489",0.012541962909121,"VK72014","Permethrin"
"490",0.0953571594007001,"VK72014","Permethrin"
"491",0.0799142137811287,"VK72014","Permethrin"
"492",0.0963910805366559,"VK72014","Permethrin"
"493",0.100054783267352,"VK72014","Permethrin"
"494",0.125600227646392,"VK72014","Permethrin"
"495",0.140547642748657,"VK72014","Permethrin"
"496",0.058854273486709,"VK72014","Permethrin"
"497",0.0474289602268825,"VK72014","Permethrin"
"498",0.0879006028717293,"VK72014","Permethrin"
"499",0.0760365942682412,"VK72014","Permethrin"
